loss,advantage,reward
12.61206827919031,-8.97649,-0.53025115
2.9814139954068444,-5.706381,-0.4175872
2.938311353822549,-5.5782557,-0.46944204
2.4528277838094668,-4.282003,-0.44265783
3.549854764714837,-3.2360127,-0.53486866
2.670421786521162,-4.1453657,-0.5717755
1.1467343892902135,-2.029291,-0.4941121
4.962679661342076,-0.28289294,-0.47280866
4.412536288453983,1.4638945,-0.12206071
1.6846529239633432,1.8901138,-0.047069196
1.5678448932786142,0.6334673,-0.06982456
1.7756985008716584,0.97702944,-0.049473815
1.8844283904020602,0.30913642,-0.098927505
1.134655039356305,0.30720666,-0.09826855
0.9406564890335386,-0.021749513,-0.11658861
1.8411645407860096,-0.9645631,-0.20816782
0.2957274180825236,2.014647,0.0137976995
0.5912268138848819,0.2080967,-0.095019445
0.3930944105944976,1.3996356,0.04992772
0.32345211812568236,1.1721029,0.07224542
0.23312924217256106,1.0024594,0.09971603
0.2071816338278725,0.90039057,0.13341461
11.222551724572106,1.880329,0.067362465
17.400503897121975,2.9128895,-0.14448935
1.4075511508103875,0.18861072,0.13089769
0.7001583938329637,-2.4994638,-0.054097716
2.684614322565753,-0.20918682,0.09226771
0.5974426272532178,-0.2139809,0.053492047
0.5845286973803822,0.28751102,0.1562272
0.7996389102889225,0.5213088,0.09565236
0.6037502935815672,-0.38576472,-0.086302444
0.574138790610082,0.43468285,0.14777784
0.6589530512900843,-0.12546116,0.09255733
0.4001092643684435,2.1885512,0.24503557
0.8622143348838602,0.8414014,0.030277189
0.13049787304045588,1.429391,0.20076649
0.15288080684515326,1.2481654,0.21446069
0.3358233406055613,1.242221,0.25077802
0.5552415999596101,1.1365126,0.2678444
0.461397510381819,1.2820332,0.30491838
0.5596600556542335,1.0007788,0.30309156
0.4817747897607389,0.91030765,0.3197304
0.38813677232614474,0.5680474,0.29177344
0.5692013127708873,0.6611166,0.33970124
0.697988925050748,0.64047045,0.35687637
0.7756434811164805,0.6208019,0.36725718
0.7883835098023487,0.75637853,0.3994282
0.7579151277817212,0.39149418,0.37303683
0.8953954804965242,0.40310735,0.35808948
0.8486316083914094,0.3801784,0.3757587
0.8920239227578828,0.500906,0.41635403
0.6946124132448337,0.5797798,0.4560512
0.7004021641107995,0.38736883,0.44692013
0.6927736398829311,0.33976412,0.46866637
0.5999326243562685,0.3008918,0.48112398
0.653586433779571,0.090691134,0.47467715
0.6037901013090715,0.012609637,0.47517675
0.6467717023156992,0.025538238,0.47178975
0.5615374904207804,0.2329511,0.49817836
0.47602613541778627,0.3152994,0.508122
0.4636324680588403,0.3257356,0.52198654
0.4143623651371716,0.2457763,0.5340881
0.370952007826213,0.26298034,0.53824365
0.3277997133148077,0.34608275,0.5467412
0.2744152513027682,0.22222418,0.5427795
0.3219273375904003,0.05186947,0.5302656
0.2817826601944782,0.17096697,0.551514
0.24950566078935352,0.19341709,0.5543859
0.22187070353795865,-0.14277561,0.523141
0.2499232407319513,-0.015120549,0.54254216
0.19128971687671575,0.04458756,0.5579635
0.20204331445251847,-0.027684784,0.5543737
0.20497321361532578,-0.16828856,0.534696
0.1934068716620351,0.11326692,0.55518895
0.20030131759674666,0.12939264,0.553939
0.20172449433500622,0.030147178,0.5539769
0.20509549345821143,-0.099181645,0.5353916
0.1756936288072349,0.12692818,0.55684215
0.17183156395310556,0.14025012,0.55974174
0.15195097763091325,0.16153795,0.56356853
0.1476144601805852,0.13094465,0.5586264
0.15893316951058395,0.028931873,0.5516305
0.126880851176332,0.10078306,0.56193805
0.13420658502482125,0.05974246,0.5642642
0.14384920032428844,-0.04151312,0.5544773
0.13630206952178545,-0.0051758364,0.56055933
0.15140577353168647,0.028716456,0.5650851
0.12379829105808512,-0.0030062192,0.559772
0.11824057829330911,0.013106757,0.5670131
0.10931896317299905,-0.03268249,0.56268126
0.11775476089995969,0.008484306,0.56756884
0.1257399159420159,0.002052577,0.568956
0.13082257286819454,0.020385938,0.5710352
0.09407642463037928,0.008108916,0.5732678
0.09294278773550804,-0.05958709,0.56876004
0.09249667086689682,0.05526858,0.56971294
0.08762790932760134,0.042474277,0.5762113
0.0845926023291035,-0.04134295,0.56959575
0.18794434032310825,-0.2777592,0.54034245
0.26436527649534275,-0.3419247,0.5240792
