x,y
4203.79833984375,17596.546875
4105.69775390625,17615.955078125
4007.4580078125,17634.673828125
3909.109375,17652.828125
3811.55224609375,17670.8056640625
3714.76416015625,17695.7958984375
3621.85595703125,17731.623046875
3533.1416015625,17777.603515625
3448.0166015625,17830.07421875
3386.10498046875,17908.2490234375
3335.20654296875,17993.955078125
3279.072265625,18075.2431640625
3204.6787109375,18140.2724609375
3108.080078125,18162.888671875
3009.490234375,18179.2890625
2910.45166015625,18193.1513671875
2811.271484375,18205.94921875
2712.748046875,18217.599609375
2614.72265625,18237.1962890625
2521.076171875,18270.48046875
2431.5791015625,18314.9189453125
2344.94921875,18364.8671875
2258.296875,18414.7841796875
2171.5986328125,18464.6689453125
2085.0947265625,18514.837890625
1998.5615234375,18564.9130859375
1909.294921875,18608.1982421875
1813.6865234375,18636.2041015625
1716.2900390625,18658.8720703125
1618.4033203125,18679.1572265625
1519.439453125,18693.55078125
1420.025390625,18704.3447265625
1320.314453125,18711.5390625
1220.3994140625,18714.63671875
1121.20703125,18712.962890625
1021.646484375,18703.6259765625
924.28515625,18682.2861328125
832.7060546875,18644.869140625
750.4482421875,18588.580078125
684.1533203125,18513.69921875
604.1728515625,18543.6748046875
527.1962890625,18607.0107421875
454.3935546875,18675.5615234375
382.2294921875,18744.8095703125
319.068359375,18822.3408203125
262.5009765625,18904.654296875
192.5380859375,18971.8701171875
103.57421875,19016.8779296875
108.947265625,18905.5908203125
30.6201171875,18827.259765625
51.0390625,18709.80859375
15.31640625,18599.2890625
82.544921875,18534.56640625
67.2900390625,18436.2431640625
63.361328125,18324.076171875
59.732421875,18314.3486328125
23.6845703125,18217.720703125
90.6806640625,18151.7138671875
72.2412109375,18053.7197265625
53.158203125,17952.935546875
33.54296875,17851.26953125
13.5341796875,17749.34765625
88.8525390625,17683.55078125
50.5517578125,17584.966796875
11.482421875,17485.18359375
85.8408203125,17416.248046875
46.0537109375,17313.5478515625
120.7421875,17242.5859375
111.291015625,17217.185546875
82.3154296875,17139.3115234375
48.1923828125,17037.00390625
19.0078125,16935.734375
96.6181640625,16872.314453125
69.3505859375,16771.416015625
43.166015625,16669.6572265625
19.283203125,16567.619140625
97.0341796875,16506.388671875
75.2099609375,16407.0673828125
57.3154296875,16308.70703125
49.224609375,16199.1083984375
89.369140625,16111.314453125
75.9365234375,16020.7060546875
68.302734375,15933.6474609375
13.0,15864.455078125
50.0751953125,15773.5556640625
89.712890625,15680.16015625
27.548828125,15591.5869140625
60.8212890625,15492.9453125
77.859375,15376.6357421875
39.796875,15280.0244140625
55.763671875,15196.330078125
66.4072265625,15095.4638671875
77.9423828125,14987.6728515625
57.1044921875,14965.9814453125
0.0,14906.53515625
8.03515625,14799.7880859375
11.9033203125,14689.013671875
24.4326171875,14577.2041015625
42.8681640625,14480.94921875
67.123046875,14382.119140625
95.732421875,14283.6630859375
21.6552734375,14203.267578125
42.8037109375,14141.4794921875
