loss,advantage,reward
5.060260565005816,-4.460477,-0.26053426
2.2088996364052096,-1.9570059,-0.1520805
1.0009522946054736,-3.4716876,-0.28392777
1.440551791606205,-2.9399679,-0.2922222
0.9961263950054462,-1.495961,-0.227836
0.9955523592921404,-1.7699817,-0.26565033
0.8906116482156974,-1.5320493,-0.26932895
1.061133531919001,5.0258408,0.13975519
0.7417175210245391,4.06112,0.1370731
0.6938518391729429,3.1378357,0.11732481
0.2623626698381626,-0.9367577,-0.21957031
0.31300286020019225,-0.25046593,-0.16855553
0.924693739765252,3.0865095,0.16439229
0.28815406957784523,-0.83577234,-0.21565938
0.5375189911287565,-0.06848947,-0.15059583
0.7008875810674259,-1.4045215,-0.28020218
0.24753105588830435,-0.7054553,-0.23841523
3.3221697009406492,-5.2596254,-0.020171463
2.4377095264862016,-3.8654718,-0.0039016453
0.776513555741085,-3.2472126,-0.019943414
0.2823681801844102,-1.0626746,-0.23657942
0.4491102461957119,0.6445071,0.051630534
0.5304700211373469,1.3055924,0.08171787
1.5496906184358523,2.585761,0.1831635
1.3231207487732173,4.530509,0.40797228
1.132192312911726,1.214407,0.17633472
0.6360144121904134,3.3458438,0.41399223
0.9142259781954415,0.76997477,0.20681697
2.8436626848849382,0.6230494,0.22748284
0.45568208832520013,1.904649,0.39284554
0.24235635037515676,1.9694668,0.43884313
0.6393946283645683,1.9096855,0.47840825
0.38063435051182626,1.502365,0.4498521
0.3054277518690613,1.341177,0.47783792
0.20129584592660857,1.1360612,0.47470915
0.197738990205248,1.0419846,0.49694782
0.18793692330819564,0.86984324,0.499652
0.6800872839638032,0.850254,0.23998404
0.5002705203361749,1.9993296,0.34839046
0.30521859472241847,1.4676557,0.39712924
0.2419445555024978,1.3257437,0.35809544
0.13787661872028062,0.87357855,0.4463712
0.062386239141553314,0.51591164,0.5402591
0.4367368093198713,0.1138377,0.20280284
0.12813900102628395,0.10803244,0.20074153
0.12394598860604068,-0.0902258,0.17324346
0.14881377807733687,-0.088960946,0.1693812
0.06286066091404512,0.06049207,0.18569991
0.14537778585217892,0.11136972,0.225179
0.04424976504581806,0.48796338,0.53711885
0.03825088777405384,0.37394235,0.53490585
0.026071880165855963,0.35838836,0.53986245
0.013578631013304322,0.38218862,0.5472918
0.014175656189247638,0.34203312,0.5470361
0.00656943144071601,0.30797225,0.5508435
0.01216682263522815,0.26884738,0.5488717
0.004213252213336363,0.24568993,0.5516188
0.002003114386810408,0.21571097,0.55142415
0.001639543936509918,0.20022234,0.55232316
0.0020672218283301932,0.16216989,0.5511824
0.0029670269646997756,0.14532566,0.55023676
0.00471770175289576,0.08852091,0.5462543
-0.0020330859969743416,0.086996496,0.55097854
-0.0007201899109728273,0.04114107,0.5492805
-0.00010780134065987518,0.0443525,0.55023116
-0.0016730530958803216,-0.0025079695,0.55062866
-0.002328863670425859,-0.044779155,0.55106324
0.0022009152978413053,-0.016759168,0.5515699
0.0033674435511968294,0.010645792,0.5523234
-0.00471051332606454,0.010400005,0.5508612
0.0033495812936798555,-0.010447577,0.5500256
-0.00029548452348335757,-0.04361653,0.54621005
0.0022684365848672913,-0.07186728,0.5434448
0.0654942601026742,-0.10035512,0.54567283
8.140862970561772e-05,-0.08305567,0.546263
-0.0029708685056603215,-0.052910827,0.5494323
0.006024089752643119,-0.086252704,0.5472732
-0.005076974044073914,-0.061908964,0.54876274
-0.002803928301657349,-0.050426614,0.5491714
-0.0039667448494583365,-0.022280177,0.55086386
0.0010135982649212105,-0.033282574,0.55173796
0.002100517979239697,-0.031687982,0.55141705
-0.007554047128165161,-0.0434559,0.55139756
-0.006553441289976075,-0.027533524,0.5517467
-0.004464155790283458,-0.02307959,0.55171824
-0.0058737407024990725,-0.034801148,0.5499026
-0.008794922527785484,-0.04554662,0.5483496
-0.00492498996761927,-0.021055209,0.550531
-0.005098034166587344,-0.013600019,0.55043
